,id,age,gender,stem,img_path,label
26,000005,58,female,mask1,../input/data/train/images/000005_female_Asian_58/mask1.jpg,4
27,000005,58,female,mask4,../input/data/train/images/000005_female_Asian_58/mask4.jpg,4
28,000006,59,female,mask3,../input/data/train/images/000006_female_Asian_59/mask3.jpg,4
29,000006,59,female,incorrect_mask,../input/data/train/images/000006_female_Asian_59/incorrect_mask.jpg,10
30,000006,59,female,mask2,../input/data/train/images/000006_female_Asian_59/mask2.jpg,4
31,000006,59,female,normal,../input/data/train/images/000006_female_Asian_59/normal.jpg,16
32,000006,59,female,mask5,../input/data/train/images/000006_female_Asian_59/mask5.jpg,4
33,000006,59,female,mask1,../input/data/train/images/000006_female_Asian_59/mask1.jpg,4
34,000006,59,female,mask4,../input/data/train/images/000006_female_Asian_59/mask4.jpg,4
35,000007,58,female,mask3,../input/data/train/images/000007_female_Asian_58/mask3.jpg,4
36,000007,58,female,incorrect_mask,../input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,10
37,000007,58,female,mask2,../input/data/train/images/000007_female_Asian_58/mask2.jpg,4
38,000007,58,female,normal,../input/data/train/images/000007_female_Asian_58/normal.jpg,16
39,000007,58,female,mask5,../input/data/train/images/000007_female_Asian_58/mask5.jpg,4
40,000007,58,female,mask1,../input/data/train/images/000007_female_Asian_58/mask1.jpg,4
41,000007,58,female,mask4,../input/data/train/images/000007_female_Asian_58/mask4.jpg,4
42,000008,58,female,mask3,../input/data/train/images/000008_female_Asian_58/mask3.jpg,4
43,000008,58,female,incorrect_mask,../input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,10
44,000008,58,female,mask2,../input/data/train/images/000008_female_Asian_58/mask2.jpg,4
45,000008,58,female,normal,../input/data/train/images/000008_female_Asian_58/normal.jpg,16
46,000008,58,female,mask5,../input/data/train/images/000008_female_Asian_58/mask5.jpg,4
47,000008,58,female,mask1,../input/data/train/images/000008_female_Asian_58/mask1.jpg,4
48,000008,58,female,mask4,../input/data/train/images/000008_female_Asian_58/mask4.jpg,4
49,000009,56,female,mask3,../input/data/train/images/000009_female_Asian_56/mask3.jpg,4
50,000009,56,female,incorrect_mask,../input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,10
51,000009,56,female,mask2,../input/data/train/images/000009_female_Asian_56/mask2.jpg,4
52,000009,56,female,normal,../input/data/train/images/000009_female_Asian_56/normal.jpg,16
53,000009,56,female,mask5,../input/data/train/images/000009_female_Asian_56/mask5.jpg,4
54,000009,56,female,mask1,../input/data/train/images/000009_female_Asian_56/mask1.jpg,4
55,000009,56,female,mask4,../input/data/train/images/000009_female_Asian_56/mask4.jpg,4
56,000010,58,female,mask3,../input/data/train/images/000010_female_Asian_58/mask3.jpg,4
57,000010,58,female,incorrect_mask,../input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,10
58,000010,58,female,mask2,../input/data/train/images/000010_female_Asian_58/mask2.jpg,4
59,000010,58,female,normal,../input/data/train/images/000010_female_Asian_58/normal.jpg,16
60,000010,58,female,mask5,../input/data/train/images/000010_female_Asian_58/mask5.jpg,4
61,000010,58,female,mask1,../input/data/train/images/000010_female_Asian_58/mask1.jpg,4
62,000010,58,female,mask4,../input/data/train/images/000010_female_Asian_58/mask4.jpg,4
63,000012,57,male,mask3,../input/data/train/images/000012_male_Asian_57/mask3.jpg,1
64,000012,57,male,incorrect_mask,../input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,7
65,000012,57,male,mask2,../input/data/train/images/000012_male_Asian_57/mask2.jpg,1
66,000012,57,male,normal,../input/data/train/images/000012_male_Asian_57/normal.jpg,13
67,000012,57,male,mask5,../input/data/train/images/000012_male_Asian_57/mask5.jpg,1
68,000012,57,male,mask1,../input/data/train/images/000012_male_Asian_57/mask1.jpg,1
69,000012,57,male,mask4,../input/data/train/images/000012_male_Asian_57/mask4.jpg,1
70,000014,58,female,mask3,../input/data/train/images/000014_female_Asian_58/mask3.jpg,4
71,000014,58,female,incorrect_mask,../input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,10
72,000014,58,female,mask2,../input/data/train/images/000014_female_Asian_58/mask2.jpg,4
73,000014,58,female,normal,../input/data/train/images/000014_female_Asian_58/normal.jpg,16
74,000014,58,female,mask5,../input/data/train/images/000014_female_Asian_58/mask5.jpg,4
75,000014,58,female,mask1,../input/data/train/images/000014_female_Asian_58/mask1.jpg,4
76,000014,58,female,mask4,../input/data/train/images/000014_female_Asian_58/mask4.jpg,4
77,000015,55,male,mask3,../input/data/train/images/000015_male_Asian_55/mask3.jpg,1
78,000015,55,male,incorrect_mask,../input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,7
79,000015,55,male,mask2,../input/data/train/images/000015_male_Asian_55/mask2.jpg,1
80,000015,55,male,normal,../input/data/train/images/000015_male_Asian_55/normal.jpg,13
81,000015,55,male,mask5,../input/data/train/images/000015_male_Asian_55/mask5.jpg,1
82,000015,55,male,mask1,../input/data/train/images/000015_male_Asian_55/mask1.jpg,1
83,000015,55,male,mask4,../input/data/train/images/000015_male_Asian_55/mask4.jpg,1
84,000016,58,female,mask3,../input/data/train/images/000016_female_Asian_58/mask3.jpg,4
85,000016,58,female,incorrect_mask,../input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,10
86,000016,58,female,mask2,../input/data/train/images/000016_female_Asian_58/mask2.jpg,4
87,000016,58,female,normal,../input/data/train/images/000016_female_Asian_58/normal.jpg,16
88,000016,58,female,mask5,../input/data/train/images/000016_female_Asian_58/mask5.jpg,4
89,000016,58,female,mask1,../input/data/train/images/000016_female_Asian_58/mask1.jpg,4
90,000016,58,female,mask4,../input/data/train/images/000016_female_Asian_58/mask4.jpg,4
91,000018,59,female,mask3,../input/data/train/images/000018_female_Asian_59/mask3.jpg,4
92,000018,59,female,incorrect_mask,../input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,10
93,000018,59,female,mask2,../input/data/train/images/000018_female_Asian_59/mask2.jpg,4
94,000018,59,female,normal,../input/data/train/images/000018_female_Asian_59/normal.jpg,16
95,000018,59,female,mask5,../input/data/train/images/000018_female_Asian_59/mask5.jpg,4
96,000018,59,female,mask1,../input/data/train/images/000018_female_Asian_59/mask1.jpg,4
97,000018,59,female,mask4,../input/data/train/images/000018_female_Asian_59/mask4.jpg,4
98,000019,57,female,mask3,../input/data/train/images/000019_female_Asian_57/mask3.jpg,4
99,000019,57,female,incorrect_mask,../input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,10
100,000019,57,female,mask2,../input/data/train/images/000019_female_Asian_57/mask2.jpg,4
101,000019,57,female,normal,../input/data/train/images/000019_female_Asian_57/normal.jpg,16
102,000019,57,female,mask5,../input/data/train/images/000019_female_Asian_57/mask5.jpg,4
103,000019,57,female,mask1,../input/data/train/images/000019_female_Asian_57/mask1.jpg,4
104,000019,57,female,mask4,../input/data/train/images/000019_female_Asian_57/mask4.jpg,4
105,000020,50,female,mask3,../input/data/train/images/000020_female_Asian_50/mask3.jpg,4
106,000020,50,female,normal,../input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,16
107,000020,50,female,mask2,../input/data/train/images/000020_female_Asian_50/mask2.jpg,4
108,000020,50,female,incorrect_mask,../input/data/train/images/000020_female_Asian_50/normal.jpg,10
109,000020,50,female,mask5,../input/data/train/images/000020_female_Asian_50/mask5.jpg,4
110,000020,50,female,mask1,../input/data/train/images/000020_female_Asian_50/mask1.jpg,4
111,000020,50,female,mask4,../input/data/train/images/000020_female_Asian_50/mask4.jpg,4
112,000021,54,female,mask3,../input/data/train/images/000021_female_Asian_54/mask3.jpg,4
113,000021,54,female,incorrect_mask,../input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,10
114,000021,54,female,mask2,../input/data/train/images/000021_female_Asian_54/mask2.jpg,4
115,000021,54,female,normal,../input/data/train/images/000021_female_Asian_54/normal.jpg,16
116,000021,54,female,mask5,../input/data/train/images/000021_female_Asian_54/mask5.jpg,4
117,000021,54,female,mask1,../input/data/train/images/000021_female_Asian_54/mask1.jpg,4
118,000021,54,female,mask4,../input/data/train/images/000021_female_Asian_54/mask4.jpg,4
119,000022,58,female,mask3,../input/data/train/images/000022_female_Asian_58/mask3.jpg,4
120,000022,58,female,incorrect_mask,../input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,10
121,000022,58,female,mask2,../input/data/train/images/000022_female_Asian_58/mask2.jpg,4
122,000022,58,female,normal,../input/data/train/images/000022_female_Asian_58/normal.jpg,16
123,000022,58,female,mask5,../input/data/train/images/000022_female_Asian_58/mask5.jpg,4
124,000022,58,female,mask1,../input/data/train/images/000022_female_Asian_58/mask1.jpg,4
125,000022,58,female,mask4,../input/data/train/images/000022_female_Asian_58/mask4.jpg,4
126,000023,55,female,mask3,../input/data/train/images/000023_female_Asian_55/mask3.jpg,4
127,000023,55,female,incorrect_mask,../input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,10
128,000023,55,female,mask2,../input/data/train/images/000023_female_Asian_55/mask2.jpg,4
129,000023,55,female,normal,../input/data/train/images/000023_female_Asian_55/normal.jpg,16
130,000023,55,female,mask5,../input/data/train/images/000023_female_Asian_55/mask5.jpg,4
131,000023,55,female,mask1,../input/data/train/images/000023_female_Asian_55/mask1.jpg,4
132,000023,55,female,mask4,../input/data/train/images/000023_female_Asian_55/mask4.jpg,4
133,000024,58,female,mask3,../input/data/train/images/000024_female_Asian_58/mask3.jpg,4
134,000024,58,female,incorrect_mask,../input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,10
135,000024,58,female,mask2,../input/data/train/images/000024_female_Asian_58/mask2.jpg,4
136,000024,58,female,normal,../input/data/train/images/000024_female_Asian_58/normal.jpg,16
137,000024,58,female,mask5,../input/data/train/images/000024_female_Asian_58/mask5.jpg,4
138,000024,58,female,mask1,../input/data/train/images/000024_female_Asian_58/mask1.jpg,4
139,000024,58,female,mask4,../input/data/train/images/000024_female_Asian_58/mask4.jpg,4
140,000025,49,female,mask3,../input/data/train/images/000025_female_Asian_49/mask3.jpg,4
141,000025,49,female,incorrect_mask,../input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,10
142,000025,49,female,mask2,../input/data/train/images/000025_female_Asian_49/mask2.jpg,4
143,000025,49,female,normal,../input/data/train/images/000025_female_Asian_49/normal.jpg,16
144,000025,49,female,mask5,../input/data/train/images/000025_female_Asian_49/mask5.jpg,4
145,000025,49,female,mask1,../input/data/train/images/000025_female_Asian_49/mask1.jpg,4
146,000025,49,female,mask4,../input/data/train/images/000025_female_Asian_49/mask4.jpg,4
147,000026,56,female,mask3,../input/data/train/images/000026_female_Asian_56/mask3.jpg,4
148,000026,56,female,incorrect_mask,../input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,10
149,000026,56,female,mask2,../input/data/train/images/000026_female_Asian_56/mask2.jpg,4
150,000026,56,female,normal,../input/data/train/images/000026_female_Asian_56/normal.jpg,16
151,000026,56,female,mask5,../input/data/train/images/000026_female_Asian_56/mask5.jpg,4
152,000026,56,female,mask1,../input/data/train/images/000026_female_Asian_56/mask1.jpg,4
153,000026,56,female,mask4,../input/data/train/images/000026_female_Asian_56/mask4.jpg,4
154,000028,58,female,mask3,../input/data/train/images/000028_female_Asian_58/mask3.jpg,4
155,000028,58,female,incorrect_mask,../input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,10
156,000028,58,female,mask2,../input/data/train/images/000028_female_Asian_58/mask2.jpg,4
157,000028,58,female,normal,../input/data/train/images/000028_female_Asian_58/normal.jpg,16
158,000028,58,female,mask5,../input/data/train/images/000028_female_Asian_58/mask5.jpg,4
159,000028,58,female,mask1,../input/data/train/images/000028_female_Asian_58/mask1.jpg,4
160,000028,58,female,mask4,../input/data/train/images/000028_female_Asian_58/mask4.jpg,4
161,000029,58,female,mask3,../input/data/train/images/000029_female_Asian_58/mask3.jpg,4
162,000029,58,female,incorrect_mask,../input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,10
163,000029,58,female,mask2,../input/data/train/images/000029_female_Asian_58/mask2.jpg,4
164,000029,58,female,normal,../input/data/train/images/000029_female_Asian_58/normal.jpg,16
165,000029,58,female,mask5,../input/data/train/images/000029_female_Asian_58/mask5.jpg,4
166,000029,58,female,mask1,../input/data/train/images/000029_female_Asian_58/mask1.jpg,4
167,000029,58,female,mask4,../input/data/train/images/000029_female_Asian_58/mask4.jpg,4
168,000030,55,female,mask3,../input/data/train/images/000030_female_Asian_55/mask3.jpg,4
169,000030,55,female,incorrect_mask,../input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,10
170,000030,55,female,mask2,../input/data/train/images/000030_female_Asian_55/mask2.jpg,4
171,000030,55,female,normal,../input/data/train/images/000030_female_Asian_55/normal.jpg,16
172,000030,55,female,mask5,../input/data/train/images/000030_female_Asian_55/mask5.jpg,4
173,000030,55,female,mask1,../input/data/train/images/000030_female_Asian_55/mask1.jpg,4
174,000030,55,female,mask4,../input/data/train/images/000030_female_Asian_55/mask4.jpg,4
175,000031,54,female,mask3,../input/data/train/images/000031_female_Asian_54/mask3.jpg,4
176,000031,54,female,incorrect_mask,../input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,10
177,000031,54,female,mask2,../input/data/train/images/000031_female_Asian_54/mask2.jpg,4
178,000031,54,female,normal,../input/data/train/images/000031_female_Asian_54/normal.jpg,16
179,000031,54,female,mask5,../input/data/train/images/000031_female_Asian_54/mask5.jpg,4
180,000031,54,female,mask1,../input/data/train/images/000031_female_Asian_54/mask1.jpg,4
181,000031,54,female,mask4,../input/data/train/images/000031_female_Asian_54/mask4.jpg,4
182,000033,57,male,mask3,../input/data/train/images/000033_male_Asian_57/mask3.jpg,1
183,000033,57,male,incorrect_mask,../input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,7
184,000033,57,male,mask2,../input/data/train/images/000033_male_Asian_57/mask2.jpg,1
185,000033,57,male,normal,../input/data/train/images/000033_male_Asian_57/normal.jpg,13
186,000033,57,male,mask5,../input/data/train/images/000033_male_Asian_57/mask5.jpg,1
187,000033,57,male,mask1,../input/data/train/images/000033_male_Asian_57/mask1.jpg,1
188,000033,57,male,mask4,../input/data/train/images/000033_male_Asian_57/mask4.jpg,1
189,000034,55,female,mask3,../input/data/train/images/000034_female_Asian_55/mask3.jpg,4
190,000034,55,female,incorrect_mask,../input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,10
191,000034,55,female,mask2,../input/data/train/images/000034_female_Asian_55/mask2.jpg,4
192,000034,55,female,normal,../input/data/train/images/000034_female_Asian_55/normal.jpg,16
193,000034,55,female,mask5,../input/data/train/images/000034_female_Asian_55/mask5.jpg,4
194,000034,55,female,mask1,../input/data/train/images/000034_female_Asian_55/mask1.jpg,4
195,000034,55,female,mask4,../input/data/train/images/000034_female_Asian_55/mask4.jpg,4
196,000036,58,female,mask3,../input/data/train/images/000036_female_Asian_58/mask3.jpg,4
197,000036,58,female,incorrect_mask,../input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,10
198,000036,58,female,mask2,../input/data/train/images/000036_female_Asian_58/mask2.jpg,4
199,000036,58,female,normal,../input/data/train/images/000036_female_Asian_58/normal.jpg,16
200,000036,58,female,mask5,../input/data/train/images/000036_female_Asian_58/mask5.jpg,4
201,000036,58,female,mask1,../input/data/train/images/000036_female_Asian_58/mask1.jpg,4
202,000036,58,female,mask4,../input/data/train/images/000036_female_Asian_58/mask4.jpg,4
203,000037,58,female,mask3,../input/data/train/images/000037_female_Asian_58/mask3.jpg,4
204,000037,58,female,incorrect_mask,../input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,10
205,000037,58,female,mask2,../input/data/train/images/000037_female_Asian_58/mask2.jpg,4
206,000037,58,female,normal,../input/data/train/images/000037_female_Asian_58/normal.jpg,16
207,000037,58,female,mask5,../input/data/train/images/000037_female_Asian_58/mask5.jpg,4
208,000037,58,female,mask1,../input/data/train/images/000037_female_Asian_58/mask1.jpg,4
209,000037,58,female,mask4,../input/data/train/images/000037_female_Asian_58/mask4.jpg,4
210,000038,58,female,mask3,../input/data/train/images/000038_female_Asian_58/mask3.jpg,4
211,000038,58,female,incorrect_mask,../input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,10
212,000038,58,female,mask2,../input/data/train/images/000038_female_Asian_58/mask2.jpg,4
213,000038,58,female,normal,../input/data/train/images/000038_female_Asian_58/normal.jpg,16
214,000038,58,female,mask5,../input/data/train/images/000038_female_Asian_58/mask5.jpg,4
215,000038,58,female,mask1,../input/data/train/images/000038_female_Asian_58/mask1.jpg,4
216,000038,58,female,mask4,../input/data/train/images/000038_female_Asian_58/mask4.jpg,4
217,000039,57,female,mask3,../input/data/train/images/000039_female_Asian_57/mask3.jpg,4
218,000039,57,female,incorrect_mask,../input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg,10
219,000039,57,female,mask2,../input/data/train/images/000039_female_Asian_57/mask2.jpg,4
220,000039,57,female,normal,../input/data/train/images/000039_female_Asian_57/normal.jpg,16
221,000039,57,female,mask5,../input/data/train/images/000039_female_Asian_57/mask5.jpg,4
222,000039,57,female,mask1,../input/data/train/images/000039_female_Asian_57/mask1.jpg,4
223,000039,57,female,mask4,../input/data/train/images/000039_female_Asian_57/mask4.jpg,4
224,000040,57,female,mask3,../input/data/train/images/000040_female_Asian_57/mask3.jpg,4
225,000040,57,female,incorrect_mask,../input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,10
226,000040,57,female,mask2,../input/data/train/images/000040_female_Asian_57/mask2.jpg,4
227,000040,57,female,normal,../input/data/train/images/000040_female_Asian_57/normal.jpg,16
228,000040,57,female,mask5,../input/data/train/images/000040_female_Asian_57/mask5.jpg,4
229,000040,57,female,mask1,../input/data/train/images/000040_female_Asian_57/mask1.jpg,4
230,000040,57,female,mask4,../input/data/train/images/000040_female_Asian_57/mask4.jpg,4
231,000041,58,female,mask3,../input/data/train/images/000041_female_Asian_58/mask3.jpg,4
232,000041,58,female,incorrect_mask,../input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,10
233,000041,58,female,mask2,../input/data/train/images/000041_female_Asian_58/mask2.jpg,4
234,000041,58,female,normal,../input/data/train/images/000041_female_Asian_58/normal.jpg,16
235,000041,58,female,mask5,../input/data/train/images/000041_female_Asian_58/mask5.jpg,4
236,000041,58,female,mask1,../input/data/train/images/000041_female_Asian_58/mask1.jpg,4
237,000041,58,female,mask4,../input/data/train/images/000041_female_Asian_58/mask4.jpg,4
238,000043,56,male,mask3,../input/data/train/images/000043_male_Asian_56/mask3.jpg,1
239,000043,56,male,incorrect_mask,../input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,7
240,000043,56,male,mask2,../input/data/train/images/000043_male_Asian_56/mask2.jpg,1
241,000043,56,male,normal,../input/data/train/images/000043_male_Asian_56/normal.jpg,13
242,000043,56,male,mask5,../input/data/train/images/000043_male_Asian_56/mask5.jpg,1
243,000043,56,male,mask1,../input/data/train/images/000043_male_Asian_56/mask1.jpg,1
244,000043,56,male,mask4,../input/data/train/images/000043_male_Asian_56/mask4.jpg,1
245,000044,58,female,mask3,../input/data/train/images/000044_female_Asian_58/mask3.jpg,4
246,000044,58,female,incorrect_mask,../input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,10
247,000044,58,female,mask2,../input/data/train/images/000044_female_Asian_58/mask2.jpg,4
248,000044,58,female,normal,../input/data/train/images/000044_female_Asian_58/normal.jpg,16
249,000044,58,female,mask5,../input/data/train/images/000044_female_Asian_58/mask5.jpg,4
250,000044,58,female,mask1,../input/data/train/images/000044_female_Asian_58/mask1.jpg,4
251,000044,58,female,mask4,../input/data/train/images/000044_female_Asian_58/mask4.jpg,4
252,000045,56,female,mask3,../input/data/train/images/000045_female_Asian_56/mask3.jpg,4
253,000045,56,female,incorrect_mask,../input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg,10
254,000045,56,female,mask2,../input/data/train/images/000045_female_Asian_56/mask2.jpg,4
255,000045,56,female,normal,../input/data/train/images/000045_female_Asian_56/normal.jpg,16
256,000045,56,female,mask5,../input/data/train/images/000045_female_Asian_56/mask5.jpg,4
257,000045,56,female,mask1,../input/data/train/images/000045_female_Asian_56/mask1.jpg,4
258,000045,56,female,mask4,../input/data/train/images/000045_female_Asian_56/mask4.jpg,4
259,000046,55,male,mask3,../input/data/train/images/000046_male_Asian_55/mask3.jpg,1
260,000046,55,male,incorrect_mask,../input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg,7
261,000046,55,male,mask2,../input/data/train/images/000046_male_Asian_55/mask2.jpg,1
262,000046,55,male,normal,../input/data/train/images/000046_male_Asian_55/normal.jpg,13
263,000046,55,male,mask5,../input/data/train/images/000046_male_Asian_55/mask5.jpg,1
264,000046,55,male,mask1,../input/data/train/images/000046_male_Asian_55/mask1.jpg,1
265,000046,55,male,mask4,../input/data/train/images/000046_male_Asian_55/mask4.jpg,1
266,000047,58,male,mask3,../input/data/train/images/000047_male_Asian_58/mask3.jpg,1
267,000047,58,male,incorrect_mask,../input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg,7
268,000047,58,male,mask2,../input/data/train/images/000047_male_Asian_58/mask2.jpg,1
269,000047,58,male,normal,../input/data/train/images/000047_male_Asian_58/normal.jpg,13
270,000047,58,male,mask5,../input/data/train/images/000047_male_Asian_58/mask5.jpg,1
271,000047,58,male,mask1,../input/data/train/images/000047_male_Asian_58/mask1.jpg,1
272,000047,58,male,mask4,../input/data/train/images/000047_male_Asian_58/mask4.jpg,1
273,000048,57,female,mask3,../input/data/train/images/000048_female_Asian_57/mask3.jpg,4
274,000048,57,female,incorrect_mask,../input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg,10
275,000048,57,female,mask2,../input/data/train/images/000048_female_Asian_57/mask2.jpg,4
276,000048,57,female,normal,../input/data/train/images/000048_female_Asian_57/normal.jpg,16
277,000048,57,female,mask5,../input/data/train/images/000048_female_Asian_57/mask5.jpg,4
278,000048,57,female,mask1,../input/data/train/images/000048_female_Asian_57/mask1.jpg,4
279,000048,57,female,mask4,../input/data/train/images/000048_female_Asian_57/mask4.jpg,4
280,000062,55,female,mask3,../input/data/train/images/000062_female_Asian_55/mask3.jpg,4
281,000062,55,female,incorrect_mask,../input/data/train/images/000062_female_Asian_55/incorrect_mask.jpg,10
282,000062,55,female,mask2,../input/data/train/images/000062_female_Asian_55/mask2.jpg,4
283,000062,55,female,normal,../input/data/train/images/000062_female_Asian_55/normal.jpg,16
284,000062,55,female,mask5,../input/data/train/images/000062_female_Asian_55/mask5.jpg,4
285,000062,55,female,mask1,../input/data/train/images/000062_female_Asian_55/mask1.jpg,4
286,000062,55,female,mask4,../input/data/train/images/000062_female_Asian_55/mask4.jpg,4
287,000064,59,male,mask3,../input/data/train/images/000064_male_Asian_59/mask3.jpg,1
288,000064,59,male,incorrect_mask,../input/data/train/images/000064_male_Asian_59/incorrect_mask.jpg,7
289,000064,59,male,mask2,../input/data/train/images/000064_male_Asian_59/mask2.jpg,1
290,000064,59,male,normal,../input/data/train/images/000064_male_Asian_59/normal.jpg,13
291,000064,59,male,mask5,../input/data/train/images/000064_male_Asian_59/mask5.jpg,1
292,000064,59,male,mask1,../input/data/train/images/000064_male_Asian_59/mask1.jpg,1
293,000064,59,male,mask4,../input/data/train/images/000064_male_Asian_59/mask4.jpg,1
294,000066,53,female,mask3,../input/data/train/images/000066_female_Asian_53/mask3.jpg,4
295,000066,53,female,incorrect_mask,../input/data/train/images/000066_female_Asian_53/incorrect_mask.jpg,10
296,000066,53,female,mask2,../input/data/train/images/000066_female_Asian_53/mask2.jpg,4
297,000066,53,female,normal,../input/data/train/images/000066_female_Asian_53/normal.jpg,16
298,000066,53,female,mask5,../input/data/train/images/000066_female_Asian_53/mask5.jpg,4
299,000066,53,female,mask1,../input/data/train/images/000066_female_Asian_53/mask1.jpg,4
300,000066,53,female,mask4,../input/data/train/images/000066_female_Asian_53/mask4.jpg,4
301,000067,54,female,mask3,../input/data/train/images/000067_female_Asian_54/mask3.jpg,4
302,000067,54,female,incorrect_mask,../input/data/train/images/000067_female_Asian_54/incorrect_mask.jpg,10
303,000067,54,female,mask2,../input/data/train/images/000067_female_Asian_54/mask2.jpg,4
304,000067,54,female,normal,../input/data/train/images/000067_female_Asian_54/normal.jpg,16
305,000067,54,female,mask5,../input/data/train/images/000067_female_Asian_54/mask5.jpg,4
306,000067,54,female,mask1,../input/data/train/images/000067_female_Asian_54/mask1.jpg,4
307,000067,54,female,mask4,../input/data/train/images/000067_female_Asian_54/mask4.jpg,4
308,000069,54,female,mask3,../input/data/train/images/000069_female_Asian_54/mask3.jpg,4
309,000069,54,female,incorrect_mask,../input/data/train/images/000069_female_Asian_54/incorrect_mask.jpg,10
310,000069,54,female,mask2,../input/data/train/images/000069_female_Asian_54/mask2.jpg,4
311,000069,54,female,normal,../input/data/train/images/000069_female_Asian_54/normal.jpg,16
312,000069,54,female,mask5,../input/data/train/images/000069_female_Asian_54/mask5.jpg,4
313,000069,54,female,mask1,../input/data/train/images/000069_female_Asian_54/mask1.jpg,4
314,000069,54,female,mask4,../input/data/train/images/000069_female_Asian_54/mask4.jpg,4
315,000070,58,female,mask3,../input/data/train/images/000070_female_Asian_58/mask3.jpg,4
316,000070,58,female,incorrect_mask,../input/data/train/images/000070_female_Asian_58/incorrect_mask.jpg,10
317,000070,58,female,mask2,../input/data/train/images/000070_female_Asian_58/mask2.jpg,4
